"Comp.1" "Comp.2" "Comp.3" "Comp.4" "Comp.5" "Comp.6" "Comp.7" "Comp.8" "Comp.9" "Comp.10" "Comp.11" "Comp.12" "Comp.13" "Comp.14" "Comp.15"
"1" -0.551992739714693 -0.0703929708529595 0.0210420585094456 0.164846638406111 -0.859812961475443 0.0551675023209762 -0.173526246703546 0.107799451920738 -0.187146763325293 -0.0079178074525833 0.172687916714426 -0.119291533764542 -0.00715019538452483 -0.0478610572161116 0.0077052516346156
"2" 0.76896518781729 -1.56739970281197 0.205112403561484 0.180361762349979 -1.58174784740847 0.00372324439055083 0.375753112756759 0.252966557603086 -0.135966050722495 -0.0529362690983322 -0.171084529884933 -0.148636304770946 0.0162366114550719 0.0297180425392825 -0.0122859740395103
"3" 15.3926677726824 5.23392445390237 -2.64092464723786 0.491836106597539 -1.35580790789922 0.608039605200072 0.578730980065313 -0.304702493451989 -0.658856990724424 0.0524238035948239 -0.0698760569085741 0.285401613872607 0.0720157693362966 0.155417040821545 -0.120791224733775
"4" 0.310529191489276 -2.64994204818898 -2.13154097077013 0.310494692321534 0.837538683838821 0.274203015418335 0.39310436639099 -0.435606609199711 0.0161709830290367 -0.0239699689633022 0.0706849761070732 0.0353034602607755 0.0643731485153527 0.0303360925146368 -0.052549470767455
"5" -2.16123305004755 0.221766853904212 0.234971688320606 0.231651320777189 -0.360806779054697 -0.170589043579972 0.361459691589494 0.0842707213413448 0.176308795111279 -0.0510606574809154 -0.0347777644184948 0.036084103795885 -0.0211632096314765 -0.0113117250825343 0.0223901026821721
"6" -2.2583937158385 0.495324658712888 -0.519146691671712 -0.123498151520854 0.943988092182485 -0.199338554098981 -0.137418681202398 0.0699348456706881 0.049689445411195 0.123682916728491 0.050633177405956 -0.153346197667468 -0.0329630194917751 -0.065306515384245 -0.0424241403123781
"7" 1.36578680295273 -1.16638730815106 -0.710981299836993 0.438597015657334 -1.79389849533834 0.0313999375547907 -0.581575604327603 0.342327067513458 -0.319593452413011 0.336445613586682 0.144422403518573 -0.0401689743996688 0.0132838620366007 -0.0349668435742806 -0.000273098023187763
"8" -0.274605384994971 -0.9596242222863 -0.830859984895909 0.589170774894335 -0.0801946052588944 0.211598435633901 0.201476845205888 -0.302026620628799 0.465346382759207 -0.192373534817086 -0.0805986572195763 0.0158863981334173 -0.00606987069018195 -0.0275998772284691 0.0133630228801516
"9" -1.94168566148549 1.98827095498324 1.09916869123569 -0.336719553409964 0.00165690607640526 -0.0238801678496652 0.44076512025207 0.424281277404539 -0.0611346207702188 0.22095130039762 0.15620323031716 -0.0360524523807204 0.691796392121644 -0.189349991739774 0.123525833564905
"10" 0.762207867222336 -4.2407161561639 -1.79834029398543 0.235072437733942 1.87839929648541 0.417520995063007 0.980767438155323 -0.39316825518622 -0.248921732917407 0.110241627641791 0.0616322908490582 0.0170898659199983 -0.031557925540755 -0.050149602618785 0.0078573183998495
