n	municipio	COREDE	area_ex	irriga	financ_veg	financ_pec	assist_veg	assis_pec	est_colheita	est_trator	est_adubo	colheita	trator	estab_rebanho	gado	pea	pop	valor_veg	receita_veg	valor_bov	ideese
98	santo_expedito_do_sul	nordeste	0.001167873681	0.001490514905	0.004891394462	0.006899525658	0.005304950728	0.004670726672	0.003528190937	0.006805807623	0.005979330709	0.002878618263	0.004641872503	0.004718559282	0.0009112251284	0.004055284589	0.001454975923	0.001770957114	0.001436586419	0.003321554143	0.9091558861
99	sao_borja	fronteira_oeste	0.03685229166	0.009078590786	0.007005471729	0.007416990082	0.006866217872	0.0154314616	0.0162573504	0.01155793294	0.007947834646	0.02201609894	0.01990378664	0.009933201814	0.02890603944	0.01413819673	0.03702760445	0.03446816879	0.03821371205	0.02091096192	0.9972515162
100	sao_gabriel	fronteira_oeste	0.05924923192	0.005013550136	0.01214558116	0.02164726175	0.01260765189	0.03744322874	0.02476651678	0.01962938198	0.01345964567	0.02883949038	0.02749957801	0.02246218807	0.05535399252	0.02443861958	0.03711544538	0.04036399114	0.04634389553	0.03397587802	0.9540513876
101	sao_joao_da_urtiga	nordeste	0.001595229116	0.00298102981	0.008870834024	0.01181543769	0.00676549096	0.005754541701	0.002490487721	0.006519247302	0.007603346457	0.002132309825	0.004416812018	0.00624141949	0.00171221465	0.005913342255	0.002848050521	0.002209698465	0.002117619716	0.005981026384	0.961886483
102	sao_jose_do_herval	alto_da_serra_do_botucarai	0.0007731617917	0.077100271	0.001202122368	0.002759810263	0.002853929189	0.004361065235	0.0002767208578	0.001743241952	0.002571358268	0.0001066154912	0.001195633827	0.003691782323	0.0006477913688	0.003030403575	0.001272219628	0.0002779003216	0.0002231169518	0.001370561851	0.9684585211
103	sao_jose_do_ouro	nordeste	0.003537101602	0.00460704607	0.01073619632	0.005864596809	0.008410697198	0.004103014038	0.007748184019	0.008166969147	0.007750984252	0.006770083693	0.00673774827	0.006529839984	0.002537305112	0.006864490822	0.004195730813	0.007015170728	0.006800509107	0.004457396474	1.16639891
104	sao_luiz_gonzaga	missoes	0.013654329	0.009078590786	0.01106781628	0.00362225097	0.01334631591	0.01192196532	0.01127637496	0.01067437196	0.0124507874	0.01231408924	0.01249085692	0.01333656364	0.01075530671	0.01115571924	0.02066737883	0.02423155764	0.02330063164	0.007489872603	1.031543465
105	sao_miguel_das_missoes	missoes	0.01331617534	0.005013550136	0.01023876637	0.007330746011	0.01180183659	0.009496284063	0.01134555517	0.009146050244	0.009817913386	0.0133269364	0.01019805323	0.01157143022	0.008849236671	0.01093083528	0.004571265522	0.01879686503	0.0180938024	0.008456953418	0.8640003686
106	sao_nicolau	missoes	0.005331061757	0.00298102981	0.002735864699	0.004484691677	0.004163379052	0.01050268373	0.003943272224	0.003414843825	0.005290354331	0.004317927395	0.003474371237	0.007475859205	0.006583748254	0.006411036273	0.003346798346	0.005169798873	0.005498270777	0.004307967477	0.734862371
107	sao_paulo_das_missoes	missoes	0.002261611835	0.077100271	0.006134969325	0.01992238034	0.008544999748	0.01481213873	0.002490487721	0.008381889388	0.01277066929	0.002238925316	0.006231362179	0.01191753481	0.004888299475	0.01059903927	0.003702288816	0.002620152265	0.001223735856	0.008742847252	0.9076103055
109	sao_pedro_do_butia	missoes	0.001003579789	0.00460704607	0.003357652131	0.00957309185	0.003424715027	0.005548100743	0.003182289865	0.00491928551	0.005044291339	0.002825310518	0.004360546897	0.004487822887	0.00190104028	0.004667263899	0.001763303479	0.00192739154	0.001244888157	0.008935944997	1.131845478
110	sao_sepe	jacui_centro	0.02268822113	0.03075880759	0.008953739015	0.00957309185	0.01170110967	0.02257947977	0.01874783812	0.01762345974	0.01115895669	0.02036355883	0.0214370112	0.01562085396	0.02158312582	0.01615846578	0.01438645764	0.0195872107	0.02138338351	0.01535320398	0.9113129821
111	seberi	medio_alto_uruguai	0.002793833168	0.02859078591	0.00990714641	0.01086675291	0.01249013716	0.01016721718	0.004012452439	0.006614767409	0.01309055118	0.003838157684	0.005274855117	0.01263281764	0.002857952409	0.01106355368	0.00656979404	0.004559626428	0.004115228887	0.008579771772	0.9923172515
112	selbach	alto_jacui	0.001893325674	0.001490514905	0.008166141602	0.009228115567	0.005775009653	0.003767547481	0.008439986164	0.007331168211	0.005967027559	0.007303161149	0.007919315816	0.00384176098	0.002077710654	0.004482932782	0.003037291717	0.004731128596	0.00396220659	0.009652385394	1.256311298
113	sete_de_setembro	missoes	0.001201952108	0.001490514905	0.004435417012	0.004657179819	0.004029076502	0.002838563171	0.004773434798	0.004608845162	0.004318405512	0.004104696412	0.003826028245	0.003818687341	0.001155587709	0.003329019985	0.001246280025	0.00167777877	0.001564739273	0.001725142987	0.9478368212
114	soledade	alto_da_serra_do_botucarai	0.01133532192	0.002574525745	0.01409384845	0.009486847779	0.01433679722	0.01218001652	0.01335178139	0.01284745439	0.0126230315	0.01300708993	0.01202666967	0.01345193184	0.008571132774	0.01467275697	0.01848845216	0.01060989312	0.01092476534	0.008555208101	1.041112985
115	tapejara	nordeste	0.002396490663	0.005826558266	0.01210412867	0.006123329021	0.008343545923	0.00389657308	0.01044621238	0.009337090458	0.007652559055	0.009062316755	0.00897428684	0.005549210305	0.001453181932	0.007000895849	0.01301519589	0.005340092779	0.004301262934	0.006460927729	1.135676818
116	tapera	alto_jacui	0.001840832939	0.002303523035	0.007627259161	0.002846054334	0.00473416489	0.002012799339	0.009961950882	0.005922246633	0.004293799213	0.008689162535	0.006428290103	0.003241846353	0.001070081763	0.003845147115	0.006375247016	0.004337092948	0.004235239433	0.003730493773	1.08837223
117	taquarucu_do_sul	medio_alto_uruguai	0.0007370506161	0.0027100271	0.003813629581	0.01034928849	0.003642956671	0.005006193229	0.001176063646	0.003582004012	0.004785925197	0.0009595394211	0.002419400214	0.004487822887	0.001382765271	0.004505052516	0.001828152487	0.001188503626	0.0007194437529	0.003588570342	1.21641948
118	tio_hugo	alto_da_serra_do_botucarai	0.0008755166469	0.000406504065	0.00281876969	0.001552393273	0.003810834858	0.002451486375	0.004427533725	0.00389244436	0.003494094488	0.0001066154912	0.003024250267	0.003011109957	0.0005295919732	0.00220828679	0.00173677434	0.001494265054	0.001745463119	0.001360781871	0.9932039989
119	trindade_do_sul	medio_alto_uruguai	0.002492508127	0.002032520325	0.006881114243	0.006123329021	0.006077190391	0.004051403799	0.003735731581	0.00396408444	0.006176181102	0.003518311211	0.003305575874	0.00528386345	0.001885741422	0.005268183343	0.003514226693	0.004580237961	0.004661825592	0.003370454044	0.8767308698
120	tupanci_do_sul	nordeste	0.001426391434	0.00027100271	0.005969159343	0.003967227253	0.004952406534	0.002838563171	0.002767208578	0.003653644092	0.0046875	0.002398848553	0.002545996737	0.003564877306	0.001034035139	0.003848833737	0.0009273408134	0.002115098637	0.002296307985	0.001773588004	0.8243507451
121	ubiretama	missoes	0.001330971838	0.009349593496	0.006673851766	0.01190168176	0.006161129484	0.007560900083	0.007125562089	0.007259528131	0.007861712598	0.006983314676	0.005753108648	0.005814557159	0.002182287779	0.005839609808	0.001315845325	0.001983113753	0.001437205942	0.004824714328	1.136051325
122	uruguaiana	fronteira_oeste	0.06339173379	0.05460704607	0.007958879125	0.01190168176	0.006026826934	0.01937964492	0.01660325147	0.01351609514	0.006668307087	0.02681379604	0.02482698475	0.0107407792	0.06779867038	0.01795753748	0.07651239677	0.03944507215	0.04360241568	0.03705611684	0.967530763
123	vicente_Dutra	medio_alto_uruguai	0.001861638716	0.0008130081301	0.006881114243	0.003967227253	0.01128141421	0.003096614368	0.002767208578	0.006877447703	0.009621062992	0.002132309825	0.004262082935	0.008687225279	0.002953517878	0.006724399173	0.003037291717	0.002983981356	0.002842904691	0.002239615424	0.8582347475
124	victor_graeff	alto_da_serra_do_botucarai	0.00302963197	0.002845528455	0.01028021887	0.005174644243	0.007655245354	0.003096614368	0.01120719474	0.008023688987	0.006914370079	0.01007516392	0.008172508862	0.004649338363	0.001397225835	0.005463574328	0.001798675665	0.007464715366	0.006452159911	0.004768991186	1.252855592
125	vila_langaro	nordeste	0.001532811786	0.00135501355	0.007751616647	0.005778352738	0.005153860359	0.002812758051	0.007748184019	0.006710287516	0.00500738189	0.006183698491	0.005499915602	0.003518730027	0.0009363739359	0.004320721398	0.001288137112	0.003490101098	0.002692094978	0.004276125681	1.145829001
126	vila_nova_do_sul	jacui_centro	0.005025312499	0.000406504065	0.001699552313	0.003018542475	0.00256853627	0.009625309661	0.002282947077	0.003629764065	0.002718996063	0.002345540807	0.003207111911	0.005664578502	0.004733005588	0.004718876612	0.002576274224	0.002710629787	0.002677491925	0.002733390694	0.8272252408
127	vista_alegre	medio_alto_uruguai	0.0008220673241	0.00162601626	0.002238434754	0.01112548512	0.002753202276	0.006141618497	0.000760982359	0.003796924253	0.004490649606	0.000693000693	0.002897653744	0.004395528329	0.001782002591	0.004549291984	0.001696096326	0.001107336831	0.0006346575411	0.006407024118	1.216560981
128	vitoria_das_missoes	missoes	0.002365281998	0.00189701897	0.00609351683	0.005347132385	0.008393909379	0.006735136251	0.008232445521	0.006758047569	0.008267716535	0.006983314676	0.005317053958	0.008514172983	0.002428117373	0.006414722895	0.002017393683	0.002862017942	0.00253084187	0.002405875084	0.8275601717
